TIMESTAMP,UNDERLYING_SYMBOL,SEQ_NUM,EXP_DATE,STRIKE,OPTION_TYPE,SIZE,PRICE,BEST_BID_PX,BEST_ASK_PX,UNDERLYING_BID_PX,UNDERLYING_ASK_PX,BID_PX,ASK_PX,BID_SIZE,ASK_SIZE,EXCHANGE
2020-11-24D03:11:26.254000000,DJX,164,2021-03-05,50.71249,C,72,14.00177,88.54776,71.61349,0.3699823,41.80398,58.59466,5.250616,59,196,CBOE
2020-11-24D03:12:24.823000000,VIX,165,2021-03-10,88.18605,P,155,52.11038,12.29418,56.94927,0.4882889,58.18179,1.278544,42.31691,137,37,CBOE
2020-11-24D03:12:43.244000000,SPX,166,2021-03-04,44.29382,C,145,73.22885,47.07168,82.52702,51.48002,45.16668,48.40576,71.10777,98,160,AMEX
2020-11-24D03:13:30.552000000,DJX,167,2021-03-22,25.53303,C,169,12.1337,49.31843,22.31639,11.77636,75.2529,2.044124,96.40518,106,37,AMEX
2020-11-24D03:15:13.774000000,GOOG,168,2021-03-08,37.15267,P,69,58.94633,61.18511,45.98118,46.68601,8.163807,60.58789,37.63908,112,51,CBOE
2020-11-24D03:20:22.614000000,DJX,169,2021-03-15,90.37425,C,169,89.94828,64.71256,78.07752,33.65118,37.11344,25.24008,25.21306,68,95,CBOE
2020-11-24D03:22:01.043000000,GOOG,170,2021-03-06,28.8968,C,168,2.739455,91.82927,23.93526,40.85825,13.91127,15.58177,87.25351,126,13,ISE
2020-11-24D03:22:43.942000000,AMZN,171,2021-03-17,91.26541,P,100,7.080661,59.79145,94.71221,58.96149,56.47709,18.96753,63.26641,80,102,AMEX
2020-11-24D03:23:36.462000000,DJX,172,2021-03-09,67.807,C,76,44.95493,29.75611,95.68815,13.84354,62.80833,87.78995,29.64804,71,129,ISE
2020-11-24D03:27:11.637000000,CSCO,173,2021-03-17,52.30862,C,10,5.405004,32.96539,38.15285,86.75086,89.22135,16.13969,86.2111,156,158,BOX
2020-11-24D03:29:01.896000000,AAPL,174,2021-03-23,80.49861,P,102,30.34854,3.119871,78.64094,97.89227,53.65595,0.3918537,37.59135,123,133,ISE
2020-11-24D03:32:10.942000000,VIX,175,2021-03-06,50.51966,C,90,45.86068,21.08054,91.30082,90.01582,2.800259,50.12191,14.33545,106,198,BOX
2020-11-24D03:34:34.964000000,DJX,176,2021-03-23,74.88375,P,22,26.19966,8.911328,93.3029,6.758449,43.01613,6.627101,38.78687,129,46,CBOE
2020-11-24D03:37:39.435000000,SPX,177,2021-03-14,59.91091,C,117,89.30198,47.56132,10.6479,91.63203,62.01528,17.84733,99.39919,100,161,ISE
2020-11-24D03:38:10.551000000,GOOG,178,2021-03-13,76.6037,C,24,66.3353,55.08905,83.12907,93.77005,48.31576,77.64004,96.25293,100,80,ISE
2020-11-24D03:38:18.855000000,SPX,179,2021-03-15,39.52358,P,173,71.75014,4.903357,78.23372,28.77068,8.102522,74.74357,12.57691,172,162,BOX
2020-11-24D03:39:16.598000000,CSCO,180,2021-03-13,80.65962,P,148,58.65719,77.10441,55.14345,67.54408,65.50997,85.46992,87.30912,149,12,CBOE
2020-11-24D03:39:55.828000000,AAPL,181,2021-03-23,22.79168,C,172,5.637783,67.4556,96.56478,14.49752,8.01865,47.66296,86.90648,27,58,CBOE
2020-11-24D03:40:11.762000000,AMZN,182,2021-03-05,88.50609,P,1,12.43201,69.96959,95.29716,91.57708,72.64651,77.76179,93.17619,85,25,CBOE
2020-11-24D03:41:44.004000000,GOOG,183,2021-03-10,74.68878,P,19,77.22029,28.56493,41.7722,67.36784,38.55824,47.96946,26.12261,19,103,ISE
2020-11-24D03:41:44.680000000,CSCO,184,2021-03-15,17.24225,C,17,58.87899,38.73896,83.4553,62.75141,70.76063,11.86572,39.07061,16,2,ISE
2020-11-24D03:42:18.934000000,DJX,185,2021-03-23,21.17774,P,55,88.20494,2.299634,67.57694,51.77805,32.75659,72.9108,98.34975,117,97,CBOE
2020-11-24D03:42:40.544000000,AMZN,186,2021-03-16,27.13177,P,69,25.82264,32.05053,86.37071,3.301414,98.05118,99.6951,86.18392,121,116,ISE
2020-11-24D03:48:02.311000000,VIX,187,2021-03-07,42.0207,C,20,79.86395,41.50093,25.64947,44.50952,26.22009,59.08496,60.96089,155,185,CBOE
2020-11-24D03:48:48.937000000,DJX,188,2021-03-06,39.86962,C,177,68.92868,63.16978,48.06472,31.48973,52.07425,16.26159,93.20707,31,124,BOX
2020-11-24D03:49:44.010000000,GOOG,189,2021-03-14,9.861428,P,155,63.79628,93.58619,79.90305,62.76185,26.27599,97.01557,96.10061,119,22,ISE
2020-11-24D03:51:59.220000000,SPX,190,2021-03-19,45.31421,C,153,93.65793,87.07984,48.14073,26.41093,13.3172,70.78736,68.06247,172,173,CBOE
2020-11-24D03:52:32.271000000,AMZN,191,2021-03-12,19.78596,P,119,38.7141,71.071,31.01842,83.44425,6.788749,81.11676,31.95231,142,53,AMEX
2020-11-24D03:52:58.546000000,DJX,192,2021-03-12,40.43922,P,153,36.45569,67.81294,34.05434,64.04013,76.56934,7.082043,68.34563,83,67,ISE
2020-11-24D03:54:04.628000000,GOOG,193,2021-03-20,94.73971,C,191,18.34066,66.55862,24.31645,27.48096,68.53188,45.57696,31.65741,157,22,BOX
2020-11-24D04:00:06.390000000,AAPL,194,2021-03-07,20.38227,C,173,14.96716,95.52122,72.43242,27.72979,95.28084,20.77557,24.92151,176,114,CBOE
2020-11-24D04:00:12.497000000,AMZN,195,2021-03-07,24.71499,P,164,81.75711,17.14673,50.32124,1.971173,61.85717,50.81873,9.527541,5,67,BOX
2020-11-24D04:01:19.455000000,AAPL,196,2021-03-20,87.78807,C,162,67.88405,35.49513,37.00533,41.23288,11.13705,97.59601,83.04519,39,69,CBOE
2020-11-24D04:02:07.430000000,VIX,197,2021-03-07,6.562301,P,44,23.86497,24.14722,32.56571,18.00275,16.66073,26.16321,75.03875,147,40,ISE
2020-11-24D04:06:37.178000000,DJX,198,2021-03-10,13.45671,C,11,94.0923,11.71242,27.73188,51.00284,93.03457,64.63998,32.09996,54,26,CBOE
2020-11-24D04:08:37.175000000,AAPL,199,2021-03-15,28.99878,P,9,93.10066,62.04016,17.65941,21.66796,96.75554,64.38358,44.07118,171,45,ISE
2020-11-24D04:11:44.857000000,GOOG,200,2021-03-10,27.35904,P,173,66.075,33.22079,51.08928,53.85646,67.94788,9.171459,58.00394,89,32,ISE
2020-11-24D04:12:10.555000000,AMZN,201,2021-03-19,51.55376,P,103,27.74769,41.83716,80.44697,10.84197,1.555512,61.72612,46.45062,42,119,ISE
2020-11-24D04:12:55.624000000,AMZN,202,2021-03-22,91.03466,P,171,0.6649127,74.07834,31.88337,24.97433,20.34188,11.28387,16.14387,147,81,BOX
2020-11-24D04:13:14.376000000,GOOG,203,2021-03-09,62.64362,P,161,54.09701,70.41879,36.87098,72.14267,5.485241,31.96627,46.30205,192,44,ISE
2020-11-24D04:15:27.602000000,SPX,204,2021-03-18,16.41364,C,129,11.80856,16.90388,58.06616,32.75131,49.79574,44.00759,20.73985,26,11,CBOE
2020-11-24D04:15:35.080000000,AAPL,205,2021-03-05,83.6355,C,3,32.77854,52.11067,55.20711,73.19017,94.12524,88.69801,53.79321,182,178,AMEX
2020-11-24D04:18:10.603000000,GOOG,206,2021-03-05,9.6778,P,63,54.5386,74.86615,54.4159,34.5472,92.34263,94.34454,41.08894,193,143,AMEX
2020-11-24D04:18:29.650000000,SPX,207,2021-03-05,0.7777765,P,71,32.47639,40.29589,32.31152,68.60648,30.21489,37.35961,44.67503,124,10,ISE
2020-11-24D04:18:49.992000000,AMZN,208,2021-03-17,18.26097,C,5,9.419368,23.25067,17.04718,79.26716,30.80393,44.57033,1.520461,184,126,BOX
2020-11-24D04:18:51.184000000,AMZN,209,2021-03-18,61.50837,P,85,38.59203,45.21249,33.17528,36.66732,70.10042,7.112031,9.778939,112,196,BOX
2020-11-24D04:19:00.236000000,AAPL,210,2021-03-19,6.159165,P,81,76.11881,47.85418,24.15117,82.23592,59.16755,96.75476,77.5312,122,163,ISE
2020-11-24D04:20:37.192000000,AMZN,211,2021-03-14,6.334159,P,83,45.45827,6.32918,23.22288,92.93487,2.129607,19.479,8.654812,157,107,AMEX
2020-11-24D04:21:52.717000000,AAPL,212,2021-03-23,62.28779,P,179,59.72262,60.1666,20.7205,10.67281,25.63113,31.00293,2.488491,167,122,ISE
2020-11-24D04:22:40.879000000,VIX,213,2021-03-17,68.64278,P,15,65.13807,58.43775,7.440858,85.48529,23.62191,53.78403,53.53772,147,189,BOX
2020-11-24D04:24:32.655000000,AAPL,214,2021-03-14,48.75961,C,23,73.04439,76.03082,67.90921,75.62339,44.6225,8.417339,10.28623,77,16,BOX
2020-11-24D04:24:45.595000000,GOOG,215,2021-03-23,27.21481,P,62,93.84535,84.86101,84.50757,38.58966,17.3086,89.09843,91.47605,45,84,CBOE
2020-11-24D04:25:03.484000000,CSCO,216,2021-03-09,3.731804,P,94,82.38747,40.71214,48.95956,57.05509,86.26646,53.74555,41.91796,86,106,ISE
2020-11-24D04:29:57.134000000,VIX,217,2021-03-14,38.33361,P,25,9.800288,28.87742,25.9023,56.20369,61.39716,30.93376,96.67984,155,7,AMEX
2020-11-24D04:30:34.239000000,AAPL,218,2021-03-07,39.58415,C,54,12.89176,86.32851,91.05773,89.71854,26.57581,78.2429,75.01249,40,190,CBOE
2020-11-24D04:31:23.074000000,AAPL,219,2021-03-22,59.07102,P,115,59.0454,80.74326,94.32732,83.25013,74.97954,64.16104,80.81871,195,15,AMEX
2020-11-24D04:34:07.851000000,AAPL,220,2021-03-06,74.66125,P,35,0.6301292,95.34607,18.17773,79.24458,0.2480533,80.95287,9.474138,143,137,CBOE
2020-11-24D04:36:45.335000000,SPX,221,2021-03-20,28.84233,C,104,74.31646,37.97319,11.71964,98.776,80.75134,67.45054,40.22039,140,37,BOX
2020-11-24D04:37:11.892000000,AMZN,222,2021-03-05,8.044069,C,155,3.577777,78.45209,40.72316,47.29706,85.24845,2.910431,65.85149,194,151,BOX
2020-11-24D04:40:28.989000000,GOOG,223,2021-03-18,54.52608,P,144,67.47259,96.33241,82.48904,46.81435,71.56994,12.33446,62.02494,3,31,BOX
2020-11-24D04:40:37.043000000,GOOG,224,2021-03-17,67.24136,P,157,49.00647,34.09239,59.31734,92.14751,12.92061,65.42918,99.65927,54,199,AMEX
2020-11-24D04:41:40.803000000,GOOG,225,2021-03-17,59.80296,P,151,8.599273,71.41717,37.31845,83.01958,65.68428,20.66378,99.09957,179,186,ISE
2020-11-24D04:43:39.506000000,CSCO,226,2021-03-14,67.16671,P,159,99.21916,86.63059,58.14597,62.67132,41.50201,44.0712,17.77812,188,40,CBOE
2020-11-24D04:49:00.983000000,GOOG,227,2021-03-05,98.67937,P,95,22.81825,73.96225,88.79093,27.27569,82.14188,51.55226,91.34492,12,76,ISE
2020-11-24D04:49:16.949000000,AAPL,228,2021-03-11,86.64024,C,75,14.36003,8.509859,43.34292,67.98777,98.22775,44.05107,94.86635,42,189,CBOE
2020-11-24D04:50:30.557000000,DJX,229,2021-03-16,27.80298,P,126,33.01773,41.50448,82.30988,29.02681,97.66309,35.64312,31.1455,41,50,BOX
2020-11-24D04:50:56.517000000,AMZN,230,2021-03-06,43.03373,C,184,12.38222,62.71092,4.390131,29.91532,34.95759,11.11578,42.46022,128,100,CBOE
2020-11-24D04:52:08.104000000,DJX,231,2021-03-06,96.63234,P,4,31.12808,70.52222,38.627,38.68552,56.76059,12.12933,88.27538,169,160,CBOE
2020-11-24D04:53:00.977000000,DJX,232,2021-03-12,70.51515,C,10,75.41767,46.38691,70.71785,28.70334,66.982,11.08738,67.84153,110,102,CBOE
2020-11-24D04:53:49.340000000,AMZN,233,2021-03-17,83.47078,P,19,92.5488,10.38758,53.30838,54.41929,71.32582,83.48105,48.05621,142,118,AMEX
2020-11-24D04:54:43.080000000,CSCO,234,2021-03-14,47.89377,P,115,35.04096,10.51693,87.24238,30.18185,76.98138,9.241981,21.65253,94,77,ISE
2020-11-24D04:54:53.446000000,SPX,235,2021-03-23,94.57609,C,95,56.43731,85.07778,84.2439,68.38668,35.69647,67.3678,88.09324,185,195,AMEX
2020-11-24D04:56:34.923000000,AMZN,236,2021-03-21,88.69472,C,44,8.063021,14.00656,57.30921,53.73249,4.048326,16.3064,86.87836,54,171,ISE
2020-11-24D04:58:12.428000000,DJX,237,2021-03-11,53.64045,P,108,3.425252,37.37717,2.463661,67.96839,76.44368,37.58481,21.82404,28,19,CBOE
2020-11-24D04:59:28.436000000,CSCO,238,2021-03-17,38.40056,P,177,89.07761,76.17404,78.42067,10.61975,41.3496,49.26059,27.93603,14,109,BOX
2020-11-24D05:01:04.361000000,SPX,239,2021-03-05,49.78685,C,33,61.18553,75.54102,91.68656,97.04319,47.18966,12.24627,70.5693,21,111,AMEX
2020-11-24D05:01:10.307000000,AAPL,240,2021-03-23,74.2314,P,144,87.14021,87.18634,64.96129,82.98845,65.70523,19.78232,75.48809,128,109,CBOE
2020-11-24D05:02:33.215000000,DJX,241,2021-03-12,72.33525,P,18,9.202819,9.608137,3.900743,37.2294,50.57545,8.964827,9.667322,112,135,AMEX
2020-11-24D05:02:48.943000000,GOOG,242,2021-03-09,68.22431,C,138,59.17792,7.91139,21.16111,43.29653,53.71628,21.18564,1.309747,189,4,BOX
2020-11-24D05:03:09.275000000,VIX,243,2021-03-11,98.02859,P,62,6.23847,35.98669,99.09366,4.506864,37.4087,4.51492,5.421347,194,171,AMEX
2020-11-24D05:04:29.420000000,DJX,244,2021-03-12,56.48476,P,88,38.35048,83.02728,4.266647,3.795818,83.18803,73.37402,69.83066,138,169,BOX
2020-11-24D05:04:57.678000000,AAPL,245,2021-03-21,92.31177,P,24,61.51013,13.0424,78.86761,94.75303,93.32832,44.25398,60.24048,18,15,BOX
2020-11-24D05:05:01.395000000,VIX,246,2021-03-04,80.77833,P,51,73.90214,84.96336,20.89803,7.403326,65.04626,50.51144,58.35914,168,190,ISE
2020-11-24D05:05:16.334000000,DJX,247,2021-03-06,96.15486,P,145,94.34067,84.66582,82.41557,99.41467,7.388456,72.38639,99.15312,140,172,ISE
2020-11-24D05:12:54.218000000,SPX,248,2021-03-21,91.8191,C,135,16.19127,25.2428,84.03416,42.65147,74.96553,72.79192,68.83912,110,138,AMEX
2020-11-24D05:13:24.827000000,CSCO,249,2021-03-05,82.65635,P,25,22.035,41.9848,69.97616,34.47288,81.73323,33.83924,46.47521,73,171,BOX
2020-11-24D05:15:46.885000000,GOOG,250,2021-03-19,36.85601,P,27,72.67204,41.36886,63.55883,43.68897,99.16535,94.04083,24.8212,194,134,BOX
2020-11-24D05:17:05.964000000,AMZN,251,2021-03-18,22.60491,P,187,5.437588,61.08459,94.25372,56.78812,89.71697,80.77862,94.8111,164,36,ISE
2020-11-24D05:17:37.735000000,CSCO,252,2021-03-07,81.75016,P,161,30.59942,37.15407,94.97474,87.29202,51.07532,53.54051,62.85196,139,79,ISE
2020-11-24D05:19:15.796000000,VIX,253,2021-03-11,90.14235,C,25,97.15545,66.83849,37.91209,91.33432,13.40239,67.27282,90.3329,41,150,ISE
2020-11-24D05:20:29.771000000,SPX,254,2021-03-08,79.70073,P,81,12.20506,57.7071,21.83395,39.20599,79.7513,87.45259,20.31798,156,182,CBOE
2020-11-24D05:23:00.756000000,SPX,255,2021-03-23,69.31812,P,110,23.72365,59.30144,95.18719,55.64439,87.56561,20.3204,53.00024,185,27,ISE
2020-11-24D05:26:41.452000000,VIX,256,2021-03-13,48.30962,P,158,16.53356,2.826683,38.08027,33.51027,58.12586,64.19557,63.94867,79,71,CBOE
2020-11-24D05:28:04.433000000,SPX,257,2021-03-06,86.58226,P,123,18.08647,5.174958,27.07673,56.17124,83.80292,45.71528,25.69312,34,12,BOX
2020-11-24D05:28:49.560000000,AMZN,258,2021-03-11,55.8007,C,183,39.63287,88.64188,20.78786,91.82157,38.33213,29.91272,71.31266,67,35,CBOE
2020-11-24D05:32:08.809000000,VIX,259,2021-03-22,14.07638,P,114,52.77695,85.26085,91.66437,72.9211,28.34276,35.27813,45.99834,172,77,BOX
2020-11-24D05:33:49.145000000,AMZN,260,2021-03-08,15.73246,P,102,82.54206,27.30274,42.70888,39.67025,85.00001,64.68717,26.22767,54,153,CBOE
2020-11-24D05:39:21.162000000,DJX,261,2021-03-05,97.28241,C,108,84.06383,96.11416,17.27974,93.96442,47.14092,18.2406,4.76265,71,129,CBOE
2020-11-24D05:39:30.758000000,CSCO,262,2021-03-07,85.86656,P,162,98.25214,38.57872,13.39271,63.55807,85.20092,64.22808,71.08424,139,129,AMEX
2020-11-24D05:42:10.480000000,VIX,263,2021-03-16,27.03361,P,121,1.311568,17.3315,22.22479,7.785674,3.895561,29.15514,72.65848,141,74,BOX
2020-11-24D05:43:47.455000000,GOOG,264,2021-03-04,11.84785,C,64,11.80174,29.01047,22.36956,40.7836,6.93668,66.25237,25.41359,138,10,CBOE
2020-11-24D05:44:27.943000000,GOOG,265,2021-03-04,84.17707,C,86,77.36118,80.82814,86.32325,80.26891,43.04598,91.67083,53.15614,91,78,AMEX
2020-11-24D05:50:23.404000000,VIX,266,2021-03-13,32.72975,C,179,48.26337,21.98385,51.43101,82.48583,36.14248,93.99628,20.66522,102,5,BOX
2020-11-24D05:51:04.235000000,GOOG,267,2021-03-07,90.23522,C,69,42.40194,47.59673,55.0678,12.39547,56.68853,77.50551,93.55888,15,37,CBOE
2020-11-24D05:51:48.271000000,AAPL,268,2021-03-12,93.07241,P,150,54.34271,59.89968,17.34314,66.72572,16.3698,53.60061,47.71968,113,49,CBOE
2020-11-24D05:52:16.152000000,DJX,269,2021-03-13,92.10388,C,123,17.39781,9.928281,89.59464,69.38476,0.7903329,65.42463,69.50113,191,21,AMEX
2020-11-24D05:53:40.975000000,SPX,270,2021-03-21,29.62729,C,160,63.5435,38.664,92.10058,66.63011,73.31714,74.71198,99.49556,45,71,BOX
2020-11-24D05:57:59.753000000,DJX,271,2021-03-06,12.73644,C,25,0.4913854,27.68589,14.84381,47.68822,54.97479,50.37443,67.4235,99,34,CBOE
2020-11-24D05:58:15.899000000,GOOG,272,2021-03-23,16.38693,P,182,99.93556,28.79316,10.54899,69.69652,88.6666,12.64941,97.98703,164,28,CBOE
2020-11-24D06:02:36.882000000,CSCO,273,2021-03-04,96.50732,P,130,74.63786,20.00775,72.20753,19.98453,15.91716,12.70845,76.54585,158,25,BOX
2020-11-24D06:02:56.023000000,DJX,274,2021-03-06,86.25638,P,7,5.740876,67.01199,93.84218,43.93186,64.99398,91.4254,73.82453,6,138,AMEX
2020-11-24D06:04:01.063000000,SPX,275,2021-03-18,11.20293,C,34,57.3423,22.38913,69.09418,17.8392,45.7739,81.74613,25.9021,29,100,AMEX
2020-11-24D06:04:44.647000000,CSCO,276,2021-03-07,56.06362,C,4,42.79339,88.50889,63.98602,16.63342,30.36142,16.1436,5.083719,195,18,BOX
2020-11-24D06:05:59.207000000,GOOG,277,2021-03-20,74.11262,P,69,56.89037,87.28232,88.61811,81.43209,19.91486,9.803525,17.04695,156,45,AMEX
2020-11-24D06:07:39.106000000,DJX,278,2021-03-04,75.8786,C,53,66.27138,70.76716,15.8737,53.44738,26.87346,88.34327,61.40444,70,183,CBOE
2020-11-24D06:08:41.687000000,VIX,279,2021-03-21,52.68121,C,65,84.23777,85.88283,29.0704,26.61738,51.5708,31.46954,69.5789,38,109,ISE
2020-11-24D06:09:23.519000000,CSCO,280,2021-03-16,5.554312,P,184,19.83874,32.58866,80.00417,93.5709,11.27222,97.74594,84.13653,17,130,ISE
2020-11-24D06:10:44.971000000,DJX,281,2021-03-21,62.9095,C,93,36.75476,1.457758,60.50026,2.357608,31.36733,43.45048,42.22008,17,76,ISE
2020-11-24D06:11:17.953000000,CSCO,282,2021-03-09,83.57214,C,85,64.09593,90.14252,53.83606,6.569642,74.78636,36.07526,61.76348,169,28,CBOE
2020-11-24D06:12:31.804000000,CSCO,283,2021-03-04,66.67746,C,61,31.90944,34.40738,43.00429,47.31725,38.85312,74.86841,40.18187,159,131,AMEX
2020-11-24D06:12:34.420000000,CSCO,284,2021-03-19,4.407262,C,92,86.61971,44.83862,39.52304,28.13353,59.13918,87.6603,85.09308,108,116,AMEX
2020-11-24D06:12:53.790000000,CSCO,285,2021-03-15,50.32168,C,191,56.8041,33.64448,5.29642,61.86751,12.70885,52.80608,94.84394,41,80,CBOE
2020-11-24D06:13:16.666000000,VIX,286,2021-03-13,98.63129,C,96,32.022,14.17433,22.15929,68.12912,17.65098,81.42977,81.46544,113,64,AMEX
2020-11-24D06:15:26.827000000,VIX,287,2021-03-20,28.42101,P,110,0.4538112,13.48866,92.16408,94.69114,4.152943,61.03278,38.59185,92,117,AMEX
2020-11-24D06:15:35.083000000,CSCO,288,2021-03-22,95.93612,P,29,71.89915,17.90677,89.62382,30.87549,2.158792,41.80558,16.76035,72,146,BOX
2020-11-24D06:16:09.590000000,DJX,289,2021-03-11,39.21346,P,89,93.28324,81.50789,6.101201,57.75165,66.39016,5.151647,31.59789,113,190,AMEX
2020-11-24D06:17:05.995000000,AAPL,290,2021-03-10,83.88075,P,29,22.78011,74.67654,78.60675,31.32122,53.36046,64.47718,95.82453,171,80,ISE
2020-11-24D06:18:46.010000000,DJX,291,2021-03-05,4.58417,C,17,0.7560022,62.01258,75.78578,8.698956,2.749137,16.63729,23.05807,89,188,BOX
2020-11-24D06:21:14.286000000,AMZN,292,2021-03-18,3.611481,C,66,35.90933,53.35581,14.19315,55.90702,24.90342,76.97077,68.8485,186,90,ISE
2020-11-24D06:24:41.164000000,VIX,293,2021-03-21,69.16141,C,176,2.069975,31.04994,14.18196,18.85744,16.29745,9.975521,42.012,99,15,ISE
2020-11-24D06:25:11.777000000,CSCO,294,2021-03-20,95.13443,P,184,12.51172,65.2004,84.56645,49.00335,75.16788,97.00956,24.94022,111,24,ISE
2020-11-24D06:25:47.644000000,SPX,295,2021-03-18,46.8294,P,12,8.539064,69.68928,18.65111,68.35621,89.31625,41.601,92.29031,163,136,CBOE
2020-11-24D06:26:29.797000000,VIX,296,2021-03-05,83.23378,P,131,78.63447,47.81317,49.79062,36.14587,58.06003,66.47772,73.23986,180,196,AMEX
2020-11-24D06:29:25.798000000,AMZN,297,2021-03-09,90.9489,P,74,92.54372,97.05994,75.91125,83.78739,59.15086,90.99399,29.67003,40,157,CBOE
2020-11-24D06:33:05.819000000,CSCO,298,2021-03-19,21.54238,P,141,67.62418,24.48202,79.98597,5.421134,74.82472,47.98684,81.57988,145,29,ISE
2020-11-24D06:34:21.582000000,DJX,299,2021-03-07,50.75328,P,49,40.21336,0.2790578,10.00128,16.35727,21.19163,39.84367,32.59291,32,160,AMEX
2020-11-24D06:34:32.300000000,CSCO,300,2021-03-06,72.39013,P,14,73.01368,80.47086,57.68519,64.17787,67.3077,54.25284,68.26158,198,157,ISE
2020-11-24D06:35:14.139000000,AAPL,301,2021-03-11,85.74704,P,102,51.58224,5.784773,37.49588,66.55573,66.63866,87.75123,29.45643,148,175,BOX
2020-11-24D06:35:25.525000000,AMZN,302,2021-03-04,12.99542,P,174,32.17183,96.52858,0.8091793,80.64934,84.97723,69.37884,81.34065,46,116,ISE
2020-11-24D06:35:38.485000000,AAPL,303,2021-03-16,37.78142,C,199,82.11903,13.60793,18.56713,43.16783,22.59077,9.259968,76.06948,86,85,CBOE
2020-11-24D06:35:47.612000000,CSCO,304,2021-03-18,24.31119,P,53,46.81136,20.77001,99.98165,90.54219,1.202754,36.33627,8.036469,152,124,BOX
2020-11-24D06:36:49.075000000,GOOG,305,2021-03-22,48.89499,P,88,98.96933,7.144668,77.14049,37.41311,63.99637,1.728461,99.11555,70,12,CBOE
2020-11-24D06:38:56.150000000,DJX,306,2021-03-13,66.30601,C,80,93.09859,24.35328,18.5238,73.19251,45.1913,76.86315,86.60604,180,135,AMEX
2020-11-24D06:39:05.041000000,AMZN,307,2021-03-07,77.16225,P,140,12.41499,11.0987,7.143386,49.99804,81.09474,52.84994,87.02324,83,60,CBOE
2020-11-24D06:40:05.911000000,AAPL,308,2021-03-20,45.68097,P,16,6.046503,85.24814,66.67727,78.46789,2.900129,11.23369,79.9562,188,98,CBOE
2020-11-24D06:40:45.538000000,CSCO,309,2021-03-06,96.2036,C,161,4.285972,32.27968,61.29358,67.21702,25.15903,21.83362,44.47543,194,177,CBOE
2020-11-24D06:42:24.832000000,AMZN,310,2021-03-23,20.73795,P,138,3.301065,49.82497,79.6298,70.74448,93.29883,23.72632,33.70766,24,116,BOX
2020-11-24D06:42:46.293000000,AAPL,311,2021-03-08,69.12124,P,18,17.7181,81.03415,58.17489,84.82161,60.51717,34.78511,26.78838,15,78,ISE
2020-11-24D06:43:11.894000000,GOOG,312,2021-03-10,38.13074,C,30,80.89579,49.10522,84.45319,71.06601,81.84789,40.69807,56.7892,80,14,BOX
2020-11-24D06:44:54.843000000,DJX,313,2021-03-14,73.91102,C,191,97.66282,82.91324,69.11298,40.89751,21.78336,36.52768,34.16767,190,2,ISE
2020-11-24D06:47:30.918000000,CSCO,314,2021-03-21,19.61445,C,146,25.17878,46.08669,35.61098,46.73242,2.022412,70.73897,69.6206,147,126,CBOE
2020-11-24D06:50:57.128000000,SPX,315,2021-03-08,38.62626,C,169,80.08836,4.564332,40.63771,42.38461,55.82702,41.86721,91.84739,113,163,AMEX
2020-11-24D06:52:38.335000000,VIX,316,2021-03-13,79.30513,P,35,60.86742,48.95877,36.99624,32.96778,25.3508,23.44647,39.48109,175,73,AMEX
2020-11-24D06:53:06.084000000,SPX,317,2021-03-06,30.0116,P,67,48.74501,24.39593,88.64218,66.65357,74.43133,66.60736,9.774355,68,162,BOX
2020-11-24D06:53:13.652000000,VIX,318,2021-03-15,20.89054,C,94,58.72717,14.17183,3.211352,29.70873,48.28865,75.62032,29.71444,62,66,BOX
2020-11-24D06:54:53.732000000,GOOG,319,2021-03-13,72.80531,P,51,87.52959,95.45078,37.10132,88.12022,99.72352,15.12058,81.67547,110,144,BOX
2020-11-24D06:55:10.054000000,GOOG,320,2021-03-17,12.48143,P,48,92.42113,92.72469,59.83507,6.80552,60.58024,11.50097,30.0511,75,144,BOX
2020-11-24D06:55:42.556000000,SPX,321,2021-03-06,20.23647,P,74,59.82664,89.92755,34.77907,39.27839,98.29064,72.33882,88.89201,88,191,ISE
2020-11-24D06:56:48.303000000,AMZN,322,2021-03-15,19.3428,P,5,27.52501,32.05182,35.42509,59.24274,98.31916,45.65766,50.57011,78,39,ISE
2020-11-24D06:57:26.313000000,AAPL,323,2021-03-17,67.32966,C,86,61.24874,47.34276,39.224,48.84272,91.38552,47.32691,41.1556,131,28,ISE
2020-11-24D06:59:19.675000000,AMZN,324,2021-03-05,11.74879,P,154,65.23794,1.481767,44.61915,68.06408,63.37576,45.05584,68.49708,27,129,ISE
2020-11-24D06:59:56.684000000,SPX,325,2021-03-10,40.24437,P,193,96.97946,1.028016,13.28928,61.70401,37.10583,51.18319,77.87007,130,111,BOX
2020-11-24D06:59:57.193000000,GOOG,326,2021-03-17,69.69876,P,70,44.57012,64.91357,1.752836,54.76212,63.00366,93.33484,64.84699,114,43,CBOE
2020-11-24D07:00:24.244000000,AAPL,327,2021-03-08,72.19564,P,75,40.74309,47.63185,66.4275,84.68529,98.80342,72.63273,65.3399,10,148,AMEX
2020-11-24D07:03:14.558000000,AAPL,328,2021-03-06,32.33763,C,191,34.35515,37.95961,6.97714,41.53908,53.51901,78.99173,78.49446,135,124,BOX
2020-11-24D07:04:36.779000000,DJX,329,2021-03-13,86.05053,P,193,42.61475,43.84504,44.98575,3.115926,87.69531,85.10071,91.25533,191,29,BOX
